player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,5,2,2,1,1,0,2,.270,.334,.544
W. Castro,3,1,0,0,0,2,1,.270,.364,.426
T. Larnach,3,1,2,0,0,0,1,.256,.319,.425
H. Bader,2,1,1,3,1,0,0,.250,.328,.429
C. Correa,3,0,0,0,0,2,2,.256,.299,.379
B. Lee,5,0,0,0,0,0,0,.266,.301,.394
M. Wallner,4,0,1,0,0,0,2,.200,.299,.431
R. Lewis,4,0,0,0,0,0,1,.212,.285,.305
K. Clemens,4,0,0,0,0,0,2,.212,.300,.492
C. Vazquez,4,0,1,0,0,0,0,.168,.243,.255
D. Keirsey Jr.,0,0,0,0,0,0,0,.104,.143,.149
R. Jeffers,0,0,0,0,0,0,0,.237,.336,.377
