player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,4,0,0,0,0,0,2,.264,.370,.430
B. Johnson,1,0,1,1,0,0,0,.333,.379,.407
L. Arraez,5,0,1,0,0,0,0,.282,.316,.385
M. Machado,2,0,0,0,0,1,1,.286,.348,.466
W. Wagner,0,0,0,0,0,1,0,.200,.333,.200
R. O'Hearn,4,0,1,0,0,0,0,.259,.344,.407
R. Laureano,4,0,1,0,0,0,2,.305,.354,.581
G. Sheets,4,0,2,0,0,0,1,.270,.331,.463
J. Cronenworth,3,0,1,0,0,0,0,.251,.372,.398
M. McCoy,0,1,0,0,0,0,0,.000,.143,.000
J. Iglesias,4,0,0,0,0,0,0,.225,.296,.270
F. Fermin,4,1,1,1,0,0,3,.246,.288,.333
