player,ip,h,r,er,bb,k,hr,pc_st,era
T. Bradley,6.0,3,0,0,1,6,0,87-55,4.35
J. Boyle,2.0,0,0,0,1,2,0,26-15,1.13
K. Kelly,1.0,2,1,1,0,0,0,15-9,3.97
