player,ip,h,r,er,bb,k,hr,pc_st,era
H. Birdsong,4.0,3,4,3,4,6,1,79-40,4.30
C. Seymour,3.0,5,4,2,0,2,3,53-35,4.50
J. Lucchesi,1.0,1,0,0,1,3,0,21-13,4.50
