player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,5,1,1,1,1,0,3,.267,.324,.491
Y. Moncada,4,0,1,0,0,1,1,.231,.326,.456
M. Trout,3,0,0,1,0,2,1,.228,.361,.422
T. Ward,5,0,0,0,0,0,2,.228,.315,.477
J. Adell,4,0,0,0,0,0,3,.233,.295,.479
L. Rengifo,2,1,1,0,0,2,0,.246,.299,.343
L. O'Hoppe,3,1,1,0,0,1,2,.223,.263,.399
N. Kavadas,1,0,0,0,0,1,1,.111,.238,.111
M. Lugo,2,1,1,0,0,0,1,.239,.255,.522
B. Teodosio,2,0,0,0,0,0,0,.209,.260,.284
T. d'Arnaud,1,0,0,0,0,0,0,.202,.260,.354
O. Peraza,1,0,1,2,0,0,0,.158,.200,.158
