player,ip,h,r,er,bb,k,hr,pc_st,era
N. Pivetta,5.0,5,3,3,1,6,1,83-60,2.90
A. Morejon,1.0,0,0,0,0,0,0,8-7,1.75
J. Adam,1.0,0,0,0,0,0,0,10-5,1.81
J. Estrada,1.0,1,0,0,0,1,0,22-14,3.08
A. Jacob,1.0,0,0,0,0,0,0,13-8,5.40
