player,ip,h,r,er,bb,k,hr,pc_st,era
P. Skenes,7.0,3,0,0,0,7,0,101-69,2.07
I. Mattson,1.0,0,0,0,0,1,0,9-6,2.12
D. Santana,1.0,1,0,0,1,1,0,18-9,2.28
