player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Refsnyder,3,0,1,0,0,0,0,.307,.400,.533
R. Anthony,1,0,0,0,0,0,0,.059,.158,.118
R. Devers,3,1,1,1,1,1,0,.272,.401,.504
R. Gonzalez,2,1,1,0,0,1,1,.322,.362,.494
M. Mayer,1,0,0,0,0,0,1,.224,.278,.469
T. Story,4,0,1,1,0,0,3,.234,.277,.361
A. Toro,3,0,1,0,0,0,2,.317,.340,.545
J. Duran,3,0,0,0,0,0,2,.264,.319,.417
C. Rafaela,3,0,1,0,0,0,1,.253,.303,.395
C. Wong,3,0,0,0,0,0,1,.145,.254,.145
K. Campbell,2,0,0,0,0,1,0,.225,.324,.351
D. Hamilton,0,0,0,0,0,0,0,.188,.216,.294
