player,ip,h,r,er,bb,k,hr,pc_st,era
M. Brown,3.2,5,4,4,3,2,1,75-41,9.82
A. Chivilli,2.1,0,0,0,1,0,0,28-17,6.65
J. Herget,2.0,1,0,0,0,2,0,24-17,2.57
