player,ip,h,r,er,bb,k,hr,pc_st,era
J. Soriano,4.0,7,7,7,1,4,1,65-45,4.01
L. Garcia,1.0,0,0,0,0,1,0,12-8,4.12
A. Chafin,1.0,0,0,0,0,1,0,10-6,2.35
C. Fulmer,3.0,1,0,0,1,5,0,48-34,3.06
