player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,1,1,0,0,0,0,.288,.359,.326
J. Sanchez,3,0,1,0,0,0,1,.258,.326,.421
C. Norby,1,0,0,0,0,0,1,.240,.288,.361
O. Lopez,4,0,0,0,0,0,1,.249,.321,.383
A. Ramirez,4,0,1,2,0,0,1,.244,.291,.468
K. Stowers,3,1,1,1,1,0,0,.283,.355,.519
H. Hernandez,1,0,0,0,0,0,0,.311,.358,.475
D. Hill,0,0,0,0,0,0,0,.224,.289,.355
E. Wagaman,3,1,1,0,0,0,0,.250,.288,.372
L. Hicks,2,0,1,1,0,1,0,.276,.369,.428
D. Myers,3,0,1,0,0,0,1,.291,.345,.401
J. Sanoja,3,1,1,0,0,0,0,.244,.294,.348
