player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,3,0,0,0,0,1,1,.267,.342,.458
J. Soto,3,0,0,0,0,1,1,.261,.400,.524
P. Alonso,4,0,2,0,0,0,1,.269,.347,.518
R. Mauricio,0,0,0,0,0,0,0,.231,.290,.385
B. Nimmo,4,0,0,0,0,0,2,.263,.330,.444
M. Vientos,4,0,1,0,0,0,1,.243,.296,.437
J. Young,0,0,0,0,0,0,0,.190,.239,.500
J. McNeil,4,0,1,0,0,0,1,.263,.351,.446
F. Alvarez,4,0,0,0,0,0,3,.254,.335,.416
B. Baty,1,0,1,0,0,1,0,.254,.315,.434
S. Marte,1,0,0,0,0,0,0,.269,.345,.414
C. Mullins,2,0,0,0,0,0,1,.174,.284,.272
L. Acuna,1,0,0,0,0,0,0,.241,.294,.283
