player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Keith,5,1,2,3,1,0,2,.263,.344,.423
G. Torres,5,0,1,0,0,0,0,.267,.365,.414
K. Carpenter,1,1,0,0,0,0,1,.265,.293,.539
J. Jones,3,0,0,0,0,0,0,.225,.303,.475
R. Greene,4,0,2,0,0,1,0,.271,.316,.511
S. Torkelson,4,0,0,0,0,1,4,.242,.331,.483
W. Perez,3,0,0,1,0,0,1,.262,.314,.480
Z. McKinstry,2,0,0,0,0,0,2,.264,.343,.446
A. Ibanez,2,1,1,0,0,0,0,.235,.298,.361
D. Dingler,2,2,1,2,1,0,0,.272,.319,.429
T. Sweeney,2,0,0,0,0,0,0,.208,.277,.301
J. Baez,1,0,0,0,0,0,1,.265,.294,.422
J. Rogers,1,1,1,0,0,0,0,.186,.287,.337
