player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Lowe,5,2,1,1,0,1,1,.262,.333,.440
B. Lowe,3,1,1,1,0,0,0,.245,.294,.446
C. Mead,1,0,0,0,0,0,1,.217,.284,.337
J. Caballero,0,1,0,0,0,1,0,.233,.322,.360
Y. Diaz,4,2,2,0,0,2,1,.252,.305,.415
J. Aranda,4,0,2,2,0,1,2,.323,.409,.490
J. Caminero,5,1,0,1,0,1,0,.256,.291,.504
J. Mangum,6,0,4,2,0,0,1,.302,.333,.368
K. Misner,4,0,1,0,0,0,0,.221,.284,.372
C. Morel,2,0,0,0,0,0,1,.219,.296,.394
T. Walls,3,1,1,1,0,1,0,.209,.292,.277
D. Jansen,4,2,0,0,0,0,1,.194,.316,.343
