player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Arozarena,4,3,2,1,0,0,1,.240,.340,.446
C. Raleigh,5,2,3,4,2,0,1,.247,.353,.593
J. Rodriguez,3,1,1,2,0,1,0,.259,.313,.459
L. Raley,1,0,0,0,0,0,0,.209,.330,.331
E. Suarez,2,0,0,0,0,2,1,.175,.239,.375
D. Solano,1,0,0,0,0,0,0,.252,.295,.344
J. Naylor,4,0,1,2,0,0,1,.245,.297,.457
M. Garver,3,1,0,0,0,1,0,.210,.300,.346
J. Polanco,3,2,1,0,0,1,0,.247,.314,.444
J.P. Crawford,3,1,0,0,0,1,0,.262,.354,.360
C. Young,0,0,0,0,0,0,0,.236,.323,.346
V. Robles,4,1,1,2,0,0,1,.269,.278,.327
