player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Anthony,5,1,2,0,0,0,1,.291,.397,.465
A. Bregman,5,1,1,0,0,0,0,.286,.370,.494
T. Story,4,1,3,2,1,1,0,.260,.307,.437
R. Gonzalez,5,0,2,1,0,0,1,.296,.335,.494
R. Refsnyder,5,1,2,0,0,0,2,.283,.361,.497
N. Eaton,3,1,2,0,0,1,0,.237,.302,.289
J. Duran,1,0,0,0,0,0,0,.260,.337,.450
C. Rafaela,3,0,0,0,0,0,1,.248,.293,.420
N. Lowe,2,0,0,0,0,0,0,.303,.368,.455
C. Narvaez,1,0,1,2,0,0,0,.246,.317,.416
D. Hamilton,0,0,0,0,0,1,0,.201,.259,.318
C. Wong,2,1,1,0,0,2,1,.193,.265,.234
