player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Langeliers,5,0,1,0,0,0,1,.260,.306,.533
J. Wilson,4,0,1,0,0,0,0,.315,.356,.450
N. Kurtz,4,1,1,1,1,0,2,.308,.401,.636
B. Rooker,4,0,3,0,0,0,1,.271,.342,.497
C. Thomas,2,0,0,0,0,0,0,.225,.264,.425
T. Soderstrom,2,0,1,0,0,0,1,.272,.343,.468
Z. Gelof,4,0,0,0,0,0,3,.169,.194,.322
D. Hernaiz,2,0,0,0,0,2,0,.243,.320,.355
L. Butler,4,0,2,0,0,0,2,.233,.306,.406
W. MacIver,2,0,0,0,0,0,0,.195,.262,.338
C. Cortes,1,0,0,0,0,0,0,.295,.313,.410
E. Alvarado,0,0,0,0,0,0,0,.000,.000,.000
T. Ferguson,0,0,0,0,0,0,0,.000,.000,.000
B. Harris,1,0,0,0,0,0,0,.225,.304,.275
