player,ip,h,r,er,bb,k,hr,pc_st,era
M. Keller,6.0,3,3,3,1,9,1,93-62,4.35
K. Nicolas,2.0,0,0,0,1,3,0,24-16,5.14
I. Mattson,1.0,0,0,0,0,1,0,20-13,2.06
