player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,5,1,2,0,0,0,1,.300,.360,.442
K. Schwarber,3,2,2,2,0,2,0,.247,.379,.544
J. Rojas,0,0,0,0,0,0,0,.230,.282,.310
A. Bohm,3,2,2,3,1,2,1,.283,.322,.404
N. Castellanos,5,1,1,4,1,0,0,.279,.322,.428
M. Kepler,3,1,2,0,0,1,1,.220,.311,.402
E. Sosa,1,0,0,0,0,0,0,.274,.320,.358
J.T. Realmuto,4,1,2,0,0,0,1,.242,.311,.370
R. Marchan,1,0,1,0,0,0,0,.167,.300,.262
B. Stott,4,0,0,0,0,0,0,.236,.301,.326
W. Wilson,1,0,1,0,0,0,0,.194,.310,.278
O. Kemp,5,3,4,2,0,0,0,.345,.387,.379
B. Marsh,4,0,1,0,0,0,2,.254,.342,.357
