player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Horwitz,5,1,2,1,0,0,1,.266,.336,.390
L. Peguero,1,0,0,0,0,0,0,.222,.286,.511
T. Pham,6,1,1,0,0,0,1,.265,.337,.371
B. Reynolds,4,1,2,0,0,1,0,.241,.300,.387
O. Cruz,5,1,1,1,0,0,2,.207,.303,.399
N. Gonzales,4,1,2,0,0,1,0,.281,.328,.410
J. Suwinski,4,1,2,1,0,1,0,.126,.283,.218
J. Triolo,4,1,1,0,0,1,2,.178,.275,.278
H. Davis,3,0,1,0,0,0,1,.171,.251,.286
A. McCutchen,0,0,0,1,0,1,0,.247,.333,.381
J. Bart,1,0,1,0,0,0,0,.240,.348,.295
I. Kiner-Falefa,5,1,3,2,0,0,1,.273,.312,.337
