player,ip,h,r,er,bb,k,hr,pc_st,era
R. Ray,4.2,7,5,4,1,8,0,99-63,3.31
J. Peguero,1.1,0,0,0,0,0,0,15-9,0.00
J. Brubaker,2.1,3,3,3,1,2,0,38-25,4.42
R. Walker,0.2,1,0,0,0,1,0,9-8,3.44
