player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,4,0,1,1,0,0,1,.272,.336,.544
W. Castro,2,0,1,0,0,1,0,.274,.362,.435
T. Larnach,3,0,1,0,0,0,1,.251,.316,.417
B. Lee,0,0,0,1,0,0,0,.270,.305,.401
C. Correa,4,0,0,0,0,0,1,.255,.295,.381
R. Jeffers,3,0,0,0,0,1,1,.228,.330,.371
D. Keirsey Jr.,0,0,0,0,0,0,0,.104,.143,.149
C. Vazquez,0,0,0,0,0,0,0,.165,.243,.256
M. Wallner,3,1,1,0,0,1,2,.201,.299,.442
R. Lewis,4,0,1,0,0,0,1,.209,.287,.309
T. France,4,1,1,0,0,0,1,.256,.317,.362
H. Bader,4,2,2,2,2,0,2,.251,.328,.420
