player,ip,h,r,er,bb,k,hr,pc_st,era
T. Bibee,6.2,5,2,2,1,3,1,92-60,4.69
E. Sabrowski,0.1,0,0,0,2,0,0,15-6,2.14
H. Gaddis,1.0,1,0,0,0,1,0,17-11,3.43
C. Smith,1.0,0,0,0,0,2,0,14-11,3.30
