player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,5,0,2,0,0,0,2,.280,.388,.610
M. Betts,3,0,0,0,0,1,1,.250,.323,.374
W. Smith,1,0,0,0,0,0,0,.296,.405,.497
D. Rushing,2,0,1,0,0,1,0,.190,.256,.293
F. Freeman,3,0,1,0,0,1,0,.297,.371,.494
T. Hernández,2,0,0,0,0,2,0,.246,.284,.450
A. Call,3,0,1,0,0,1,1,.250,.345,.375
A. Pages,4,0,0,0,0,0,2,.272,.315,.463
A. Freeland,3,0,0,0,0,0,1,.190,.292,.310
H. Kim,1,0,0,0,0,0,0,.302,.336,.403
E. Hernández,3,0,0,0,0,0,1,.197,.254,.351
M. Conforto,1,0,0,0,0,0,1,.188,.296,.327
