player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Kwan,4,0,2,0,0,1,0,.295,.358,.414
K. Manzardo,4,0,1,0,0,0,1,.224,.297,.443
J. Ramirez,4,0,0,0,0,0,1,.297,.358,.481
C. Santana,4,0,1,0,0,0,2,.240,.332,.373
L. Thomas,4,0,0,0,0,0,1,.163,.250,.276
N. Jones,3,0,1,0,0,1,1,.218,.307,.320
D. Schneemann,4,0,1,0,0,0,1,.222,.303,.392
B. Naylor,2,0,1,0,0,0,0,.169,.274,.354
A. Martinez,1,0,0,0,0,1,1,.231,.257,.349
B. Rocchio,2,0,0,0,0,0,0,.163,.229,.194
D. Fry,1,0,0,0,0,0,1,.160,.222,.300
A. Hedges,1,0,0,0,0,0,0,.107,.218,.227
