player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Holliday,4,2,1,1,1,1,0,.258,.307,.416
J. Westburg,4,1,2,0,0,0,0,.263,.313,.475
G. Henderson,4,0,1,2,0,0,2,.280,.345,.461
R. O'Hearn,4,1,1,1,1,0,0,.282,.378,.458
R. Laureano,2,0,0,0,0,0,2,.276,.340,.498
R. Urias,2,0,0,0,0,0,1,.244,.294,.368
C. Cowser,4,0,1,0,0,0,2,.231,.289,.442
T. O'Neill,4,0,1,0,0,0,1,.182,.270,.327
C. Mullins,4,0,1,0,0,0,1,.218,.300,.405
A. Jackson,4,1,1,1,1,0,3,.250,.250,.667
