player,ip,h,r,er,bb,k,hr,pc_st,era
M. Mikolas,6.0,6,2,2,1,7,1,88-63,4.35
J. King,0.2,2,1,1,0,0,0,12-9,3.91
K. Leahy,1.0,1,0,0,0,2,0,19-12,2.31
J. Romero,0.1,0,0,0,0,1,0,6-3,3.00
