player,ip,h,r,er,bb,k,hr,pc_st,era
A. Pallante,1.2,7,6,6,1,0,1,53-31,4.95
G. Graceffo,2.1,4,2,2,1,0,0,49-32,5.81
R. Fernandez,3.0,2,1,1,0,4,1,39-28,10.38
R. Munoz,2.0,0,0,0,1,2,0,34-21,6.52
