player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Arozarena,3,0,0,0,0,0,1,.239,.335,.445
C. Raleigh,4,0,1,0,0,0,0,.242,.351,.576
J. Rodriguez,4,0,0,0,0,0,3,.262,.314,.464
E. Suarez,4,0,0,0,0,0,3,.188,.250,.393
J. Polanco,4,1,2,0,0,0,0,.257,.321,.471
M. Garver,3,0,0,0,0,0,0,.207,.297,.335
C. Young,1,0,0,0,0,0,0,.221,.314,.322
D. Canzone,3,0,1,0,0,0,1,.283,.347,.434
L. Rivas,3,0,2,1,0,0,1,.313,.436,.391
L. Raley,2,0,0,0,0,0,1,.200,.317,.319
H. Ford,1,0,0,0,0,0,1,.000,.000,.000
J.P. Crawford,0,0,0,0,0,0,0,.261,.353,.355
