player,ip,h,r,er,bb,k,hr,pc_st,era
C. Kershaw,6.0,6,2,2,1,3,0,85-57,3.38
A. Vesia,1.0,0,0,0,0,1,0,14-10,2.68
K. Yates,1.0,2,1,1,1,2,1,20-12,3.95
