player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Profar,4,1,1,0,0,0,0,.266,.375,.495
E. White,0,0,0,0,0,0,0,.234,.270,.383
M. Olson,2,2,1,1,1,2,0,.266,.364,.456
R. Acuna Jr.,3,0,0,0,0,0,1,.298,.424,.533
J. Fraley,1,0,0,0,0,0,1,.500,.500,.667
D. Baldwin,4,1,1,0,0,0,0,.276,.346,.451
O. Albies,3,0,0,1,0,1,0,.232,.301,.348
M. Harris,4,0,1,2,0,0,2,.251,.273,.417
M. Ozuna,3,0,1,0,0,0,1,.229,.360,.408
N. Allen,1,0,0,0,0,0,0,.219,.284,.248
N. Alvarez Jr.,3,0,1,0,0,0,1,.236,.319,.311
V. Brujan,3,0,0,0,0,0,0,.240,.367,.280
