player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,1,2,0,0,0,0,.274,.349,.417
R. Devers,2,1,2,1,1,2,0,.236,.357,.418
W. Adames,3,0,0,0,0,1,1,.231,.317,.406
D. Smith,3,0,1,0,0,0,2,.280,.343,.416
W. Flores,0,0,0,1,0,0,0,.249,.318,.380
M. Chapman,4,0,0,0,0,0,2,.229,.338,.429
J. Lee,4,0,1,0,0,0,0,.258,.324,.408
C. Schmitt,4,0,0,0,0,0,0,.243,.315,.403
D. Gilbert,3,0,0,0,0,0,2,.000,.000,.000
C. Koss,1,0,1,0,0,0,0,.264,.307,.377
A. Knizner,2,0,1,0,0,0,0,.173,.218,.231
P. Bailey,2,0,0,0,0,0,1,.216,.272,.307
