player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Freeman,5,1,3,0,0,0,0,.300,.379,.391
M. Moniak,5,1,2,1,1,0,1,.264,.306,.521
E. Tovar,4,0,1,1,0,0,1,.277,.316,.451
J. Beck,4,0,2,0,0,0,0,.276,.343,.458
W. Bernabel,4,0,0,0,0,0,0,.294,.304,.544
K. Karros,3,3,2,0,0,1,0,.333,.417,.476
Y. Fernandez,3,0,1,0,0,0,1,.239,.261,.313
B. Doyle,1,0,0,0,0,0,1,.231,.279,.360
B. Fulford,2,0,0,2,0,0,1,.237,.254,.356
H. Goodman,1,1,1,2,1,0,0,.276,.323,.528
A. Amador,3,0,0,0,0,0,0,.177,.256,.265
K. Farmer,1,0,0,0,0,0,1,.218,.272,.340
