player,ip,h,r,er,bb,k,hr,pc_st,era
S. Alcantara,6.0,7,4,4,1,4,1,102-69,5.67
C. Gibson,1.0,1,0,0,0,0,0,17-9,3.27
C. Roa,2.0,1,0,0,1,3,0,27-18,0.00
