player,ip,h,r,er,bb,k,hr,pc_st,era
C. Horton,5.2,1,1,1,2,8,0,82-53,3.07
A. Kittredge,0.2,1,0,0,0,0,0,11-7,4.08
C. Thielbar,0.2,0,0,0,0,1,0,11-8,2.25
B. Keller,1.0,0,0,0,0,0,0,7-5,2.58
D. Palencia,1.0,0,0,0,0,1,0,9-9,1.69
