player,ip,h,r,er,bb,k,hr,pc_st,era
B. Bello,7.0,3,0,0,3,8,0,114-72,3.49
B. Bernardino,0.1,2,0,0,0,1,0,10-7,3.33
G. Whitlock,1.2,0,0,0,0,2,0,14-11,2.97
