player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,5,0,0,0,0,0,0,.235,.328,.379
I. Herrera,3,2,2,1,1,1,0,.285,.365,.434
G. Hampson,0,1,0,0,0,0,0,.111,.143,.148
C. Prieto,1,0,0,0,0,0,1,.000,.000,.000
W. Contreras,4,1,0,0,0,0,1,.253,.337,.444
N. Gorman,4,0,1,0,0,1,2,.222,.322,.411
M. Winn,5,0,3,3,0,0,0,.258,.314,.374
T. Saggese,5,1,1,0,0,0,0,.253,.293,.331
J. Walker,4,0,0,0,0,0,1,.229,.282,.324
P. Pages,4,1,2,2,1,0,0,.227,.273,.370
J. Fermin,0,0,0,0,0,0,0,.320,.393,.520
J. Crooks,0,0,0,0,0,0,0,.000,.000,.000
N. Church,4,1,0,0,0,0,1,.107,.133,.214
