player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Smith,5,0,0,0,0,0,1,.266,.343,.402
C. Seager,4,0,1,0,0,1,0,.265,.372,.469
M. Semien,5,0,1,1,0,0,0,.231,.308,.365
A. García,5,1,0,0,0,0,2,.222,.267,.384
J. Pederson,5,0,1,0,0,0,1,.129,.262,.223
S. Haggerty,0,1,0,0,0,0,0,.259,.335,.388
W. Langford,5,0,2,1,0,0,1,.242,.320,.418
R. Tellez,4,1,2,0,0,0,1,.318,.360,.545
E. Duran,1,1,1,1,0,0,0,.156,.222,.222
K. Higashioka,4,2,2,3,1,1,1,.269,.316,.431
A. Osuna,2,0,1,0,0,1,0,.174,.314,.232
L. Curvelo,0,0,0,0,0,0,0,.000,.000,.000
J. Heim,1,0,0,0,0,0,1,.217,.262,.349
