player,ip,h,r,er,bb,k,hr,pc_st,era
C. Whisenhunt,4.0,5,3,3,3,5,3,78-44,5.02
C. Seymour,3.0,4,1,1,0,1,0,44-28,4.50
M. Gage,2.0,2,0,0,0,1,0,25-14,0.00
