player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Y. Diaz,5,2,2,1,0,0,2,.289,.345,.472
B. Lowe,1,0,0,0,0,0,1,.272,.324,.487
J. Caballero,2,2,1,0,0,0,1,.230,.327,.332
J. Caminero,4,0,1,2,0,0,2,.258,.301,.508
J. Aranda,5,0,3,2,0,0,0,.320,.398,.481
J. Mangum,4,0,1,0,0,1,0,.309,.347,.398
J. Lowe,5,0,0,0,0,0,2,.268,.335,.435
T. Walls,4,1,1,1,1,0,0,.208,.277,.295
C. Simpson,4,0,1,0,0,0,0,.302,.335,.340
M. Thaiss,3,0,1,0,0,0,1,.277,.358,.340
C. Morel,0,1,0,0,0,0,0,.230,.298,.424
D. Jansen,1,1,0,0,0,0,0,.206,.304,.381
