player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Jones,5,2,4,2,1,0,0,.267,.351,.525
G. Torres,4,1,1,0,0,1,1,.264,.367,.400
W. Perez,5,1,1,3,1,0,1,.259,.317,.471
S. Torkelson,5,1,1,0,0,0,2,.235,.329,.466
R. Greene,5,1,2,0,0,0,2,.270,.324,.515
A. Ibanez,3,0,1,0,0,0,2,.245,.297,.378
C. Keith,2,0,0,0,0,0,0,.257,.333,.420
D. Dingler,5,1,2,0,0,0,1,.279,.326,.434
Z. McKinstry,3,1,2,2,0,1,0,.264,.343,.446
J. Baez,2,0,0,0,0,0,1,.261,.288,.404
K. Carpenter,1,0,0,0,0,0,0,.257,.296,.504
J. Malloy,1,0,0,0,0,0,0,.206,.336,.278
