player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Busch,5,2,2,3,1,0,1,.266,.351,.505
S. Suzuki,4,1,1,0,0,1,0,.251,.318,.510
K. Tucker,4,2,1,1,0,1,1,.272,.386,.471
C. Kelly,4,0,3,1,0,0,0,.276,.368,.484
R. McGuire,1,0,0,0,0,0,1,.235,.250,.459
P. Crow-Armstrong,5,0,0,0,0,0,0,.258,.295,.528
I. Happ,4,0,1,1,0,0,1,.232,.326,.395
W. Castro,1,0,0,0,0,0,0,.160,.160,.240
N. Hoerner,4,0,0,0,0,0,0,.289,.338,.376
J. Berti,1,0,0,0,0,0,1,.210,.262,.230
D. Swanson,4,2,3,0,0,0,1,.250,.297,.415
M. Shaw,3,2,2,2,1,1,0,.227,.292,.383
