player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,3,0,2,0,0,2,0,.285,.402,.394
J. Rodriguez,5,0,2,0,0,0,2,.252,.317,.412
C. Raleigh,5,0,0,0,0,0,0,.266,.373,.641
J. Polanco,5,0,1,0,0,0,1,.257,.303,.469
R. Arozarena,5,0,2,0,0,0,2,.232,.345,.391
R. Tellez,2,0,0,0,0,0,1,.201,.248,.409
D. Moore,2,1,0,0,0,1,2,.241,.301,.440
M. Mastrobuoni,2,0,0,0,0,0,2,.243,.322,.299
D. Solano,3,1,1,1,0,0,0,.181,.225,.205
C. Young,5,1,2,1,0,0,1,.188,.212,.219
B. Williamson,2,0,1,0,0,0,0,.263,.293,.325
D. Canzone,3,1,1,2,1,0,1,.167,.167,.667
