player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Buxton,5,0,2,0,0,0,3,.273,.333,.559
T. Larnach,4,1,1,0,0,1,0,.254,.327,.413
D. Keirsey Jr.,0,0,0,0,0,0,0,.110,.141,.183
L. Keaschall,4,1,1,1,0,1,0,.308,.404,.496
M. Wallner,4,0,1,0,0,0,2,.207,.309,.475
J. Outman,1,0,0,0,0,0,0,.163,.250,.256
R. Jeffers,5,1,3,0,0,0,0,.262,.352,.395
B. Lee,4,0,0,0,0,0,1,.242,.290,.379
R. Lewis,4,0,3,1,0,0,1,.237,.294,.394
E. Julien,3,0,0,0,0,1,2,.193,.285,.310
K. Clemens,0,0,0,0,0,0,0,.211,.281,.426
A. Martin,3,0,0,0,0,1,0,.260,.360,.351
