player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Smith,3,0,1,0,0,1,0,.256,.335,.374
W. Langford,4,0,1,0,0,0,0,.248,.339,.439
J. Pederson,3,0,0,0,0,0,1,.178,.280,.343
J. Jung,1,0,0,0,0,0,1,.256,.300,.398
J. Burger,4,0,1,0,0,0,1,.244,.276,.421
K. Higashioka,4,0,0,0,0,0,2,.250,.296,.417
C. Freeman,4,0,0,0,0,0,1,.213,.240,.383
A. Osuna,2,0,1,0,0,2,0,.185,.319,.228
E. Duran,4,0,1,0,0,0,1,.225,.277,.306
M. Helman,2,0,0,0,0,0,0,.250,.333,.550
R. Tellez,1,0,0,0,0,0,0,.247,.309,.424
D. Moore,1,0,0,0,0,0,0,.429,.429,.857
