player,ip,h,r,er,bb,k,hr,pc_st,era
L. Ortiz,4.2,9,4,4,1,5,2,88-63,4.26
M. Festa,1.0,1,1,1,0,0,0,15-10,4.11
T. Herrin,0.1,1,0,0,1,0,0,10-4,3.57
J. Junis,1.0,2,1,0,1,1,0,21-13,4.45
K. Allard,2.0,3,1,0,0,1,0,41-30,1.73
