player,ip,h,r,er,bb,k,hr,pc_st,era
N. McLean,7.0,4,2,2,0,7,1,94-58,1.46
R. Garrett,1.0,3,2,2,0,1,0,28-17,3.61
R. Helsley,1.0,3,3,3,1,0,0,24-16,4.15
