player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Arozarena,5,2,2,2,1,0,2,.249,.350,.472
C. Raleigh,5,0,0,0,0,0,5,.254,.361,.601
J. Rodriguez,5,0,1,1,0,0,1,.250,.306,.428
J. Naylor,5,0,1,0,0,0,0,.235,.297,.353
E. Suarez,5,0,0,0,0,0,3,.154,.154,.231
D. Canzone,3,0,1,0,0,0,0,.292,.340,.474
D. Moore,0,0,0,0,0,0,0,.197,.262,.366
J. Polanco,0,0,0,0,0,1,0,.253,.320,.462
M. Mastrobuoni,1,0,0,0,0,0,0,.250,.325,.291
M. Garver,4,0,0,0,0,1,2,.217,.300,.344
J.P. Crawford,4,1,1,0,0,0,0,.265,.358,.365
C. Young,3,1,1,0,0,1,0,.247,.321,.353
