player,ip,h,r,er,bb,k,hr,pc_st,era
S. Lugo,6.0,8,5,5,0,5,2,83-59,2.94
A. Zerpa,1.0,0,0,0,1,1,0,14-10,3.70
J. Bowlan,1.0,0,0,0,0,1,0,10-6,3.60
L. Erceg,1.0,1,0,0,1,2,0,23-16,2.09
C. Estevez,0.1,2,3,2,0,0,1,6-4,2.76
