player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Turner,5,0,1,1,0,0,1,.288,.342,.428
K. Schwarber,4,0,1,1,0,0,2,.253,.379,.573
B. Harper,3,0,0,0,0,1,2,.263,.370,.490
W. Wilson,0,0,0,0,0,0,0,.184,.311,.263
J.T. Realmuto,4,0,0,0,0,0,1,.267,.318,.388
N. Castellanos,4,2,2,0,0,0,2,.268,.309,.432
B. Marsh,2,0,0,0,0,0,1,.259,.331,.381
O. Kemp,2,2,2,1,0,0,0,.248,.312,.400
M. Kepler,2,0,0,0,0,0,0,.202,.295,.355
H. Bader,1,1,0,0,0,1,1,.000,.500,.000
E. Sosa,4,0,1,0,0,0,1,.271,.313,.419
B. Stott,1,0,1,2,0,2,0,.235,.310,.342
