player,ip,h,r,er,bb,k,hr,pc_st,era
C. Morton,5.1,8,7,7,3,4,2,86-56,5.58
G. Wolfram,0.2,4,4,4,0,1,2,20-13,9.53
C. Martin,1.0,0,0,0,2,1,0,24-11,0.00
C. Selby,1.0,1,0,0,0,1,0,13-8,3.52
