player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Torres,4,0,0,0,0,0,3,.268,.367,.417
K. Carpenter,4,0,0,0,0,0,2,.266,.292,.541
W. Perez,4,0,1,0,0,0,1,.266,.319,.487
S. Torkelson,4,1,2,1,1,0,0,.244,.332,.488
R. Greene,4,1,1,0,0,0,1,.269,.313,.507
A. Ibanez,2,0,1,0,0,0,1,.231,.295,.359
C. Keith,1,0,0,0,0,0,1,.261,.344,.414
J. Jones,1,0,1,0,0,0,0,.234,.314,.494
T. Sweeney,0,0,0,0,0,0,0,.209,.279,.303
D. Dingler,2,0,1,1,0,2,1,.271,.316,.419
Z. McKinstry,4,0,0,0,0,0,3,.266,.344,.449
J. Baez,3,0,1,0,0,0,0,.266,.295,.423
