player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Keith,5,0,0,0,0,0,2,.253,.329,.414
G. Torres,3,0,0,0,0,0,2,.263,.364,.397
A. Ibanez,1,0,0,0,0,0,0,.243,.295,.375
K. Carpenter,3,1,0,0,0,1,1,.255,.295,.500
R. Greene,2,1,0,0,0,1,0,.269,.325,.513
J. Jones,0,1,0,0,0,1,0,.267,.357,.525
S. Torkelson,3,0,1,1,0,0,0,.236,.329,.465
J. Malloy,1,1,1,1,0,0,0,.214,.342,.296
W. Perez,4,1,3,2,0,0,1,.266,.323,.479
Z. McKinstry,3,0,1,1,0,1,0,.265,.344,.446
D. Dingler,3,0,2,0,0,1,1,.282,.330,.436
T. Sweeney,4,0,0,0,0,0,1,.204,.265,.307
