player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,0,0,0,0,2,2,.264,.364,.372
N. Marte,5,1,2,1,1,1,1,.295,.336,.523
E. De La Cruz,6,2,2,0,0,0,2,.273,.343,.455
M. Andujar,5,0,3,1,0,0,2,.361,.426,.590
A. Hays,4,0,0,1,0,0,2,.262,.319,.443
S. Steer,5,1,1,1,1,0,1,.235,.304,.400
J. Trevino,3,0,1,0,0,0,0,.246,.285,.373
W. Benson,0,0,0,0,0,0,0,.218,.269,.404
W. Banfield,2,0,1,0,0,0,1,.200,.200,.200
K. Hayes,3,1,1,1,1,2,1,.241,.323,.434
S. Espinal,3,0,1,0,0,0,0,.245,.295,.285
G. Lux,0,0,0,0,0,1,0,.275,.353,.380
