player,ip,h,r,er,bb,k,hr,pc_st,era
E. Perez,3.0,4,4,4,2,5,0,70-43,12.00
J. Junk,4.0,9,5,5,1,1,0,64-45,3.71
T. Phillips,1.0,2,1,1,0,0,0,15-11,4.68
