player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Anthony,5,2,2,2,1,0,2,.283,.394,.433
A. Bregman,4,1,2,2,1,0,0,.301,.382,.541
J. Duran,3,0,1,0,0,1,1,.265,.333,.458
T. Story,4,0,0,0,0,0,2,.254,.299,.418
W. Abreu,4,0,0,0,0,0,0,.248,.320,.478
R. Gonzalez,4,0,1,0,0,0,1,.301,.340,.551
A. Toro,3,1,1,1,1,0,1,.251,.304,.393
R. Refsnyder,1,0,0,0,0,0,0,.274,.359,.474
C. Rafaela,3,1,1,0,0,1,0,.259,.302,.441
C. Narvaez,2,0,0,0,0,0,1,.247,.317,.407
M. Yoshida,1,0,1,1,0,0,0,.258,.296,.424
C. Wong,1,1,1,0,0,0,0,.171,.244,.205
