player,ip,h,r,er,bb,k,hr,pc_st,era
K. Gausman,5.0,4,4,4,4,7,1,95-56,4.08
M. Fluharty,1.0,3,1,1,0,1,0,14-10,3.99
B. Fisher,1.0,0,0,0,0,2,0,12-8,2.93
E. Swanson,1.0,3,3,3,1,0,0,31-19,9.64
