player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,1,0,0,0,0,0,0,.284,.341,.357
J. Wiemer,2,0,0,0,0,0,2,.200,.192,.240
T. Johnston,1,0,0,0,0,0,0,.281,.313,.391
A. Ramirez,4,0,0,0,0,0,1,.231,.288,.426
J. Marsee,4,0,0,0,0,0,2,.339,.416,.606
O. Lopez,3,0,0,0,0,1,1,.242,.311,.362
C. Norby,3,0,0,0,0,1,2,.243,.296,.369
H. Hernandez,4,0,1,0,0,0,0,.273,.330,.439
E. Wagaman,2,0,0,0,0,1,1,.237,.289,.372
D. Hill,1,0,0,0,0,0,0,.213,.275,.331
V. Mesa Jr.,2,0,1,0,0,0,1,.222,.364,.222
J. Sanoja,3,0,0,0,0,0,0,.242,.285,.388
