player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,2,0,1,0,0,1,1,.278,.366,.407
C. Joe,2,0,0,0,0,0,1,.235,.293,.314
M. McLain,4,1,1,1,1,0,1,.203,.291,.336
E. De La Cruz,2,0,0,0,0,1,1,.275,.348,.482
S. Espinal,1,0,0,0,0,0,0,.245,.296,.289
A. Hays,3,0,0,0,0,0,2,.270,.310,.528
T. Stephenson,1,0,0,0,0,0,1,.229,.312,.385
G. Lux,3,1,0,0,0,1,3,.265,.359,.381
S. Steer,2,0,0,0,0,0,0,.252,.308,.407
C. Encarnacion-Strand,2,0,1,0,0,0,0,.208,.234,.377
W. Benson,4,0,0,0,0,0,2,.223,.282,.417
J. Trevino,4,0,2,0,0,0,0,.283,.320,.458
N. Marte,4,0,0,0,0,0,1,.263,.318,.450
