player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,6,3,2,1,0,0,0,.281,.328,.488
N. Schanuel,0,0,0,0,0,0,0,.274,.364,.396
L. Wade Jr.,4,1,3,1,1,1,0,.208,.300,.264
M. Trout,4,1,1,2,0,1,1,.241,.363,.471
T. Ward,4,0,2,4,0,1,2,.231,.304,.491
J. Adell,5,0,0,0,0,0,3,.243,.314,.492
J. Soler,4,0,2,0,0,1,0,.215,.294,.380
G. Campero,0,0,0,0,0,0,0,.125,.243,.219
L. O'Hoppe,4,1,1,0,0,1,0,.233,.272,.431
L. Rengifo,4,1,1,0,0,1,0,.234,.275,.314
K. Newman,5,1,1,0,0,0,0,.204,.212,.252
