player,ip,h,r,er,bb,k,hr,pc_st,era
K. Freeland,5.0,7,5,5,3,6,2,94-56,5.31
J. Hill,0.0,1,0,0,0,0,0,2-2,3.68
N. Anderson,1.0,1,0,0,0,0,0,8-6,5.93
L. Peralta,1.0,1,0,0,1,2,0,22-13,7.50
V. Vodnik,1.0,1,0,0,0,2,0,22-12,3.35
