player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Frelick,4,3,2,2,1,2,0,.293,.353,.411
I. Collins,4,0,0,1,0,0,1,.289,.386,.448
W. Contreras,4,2,2,2,0,1,0,.259,.358,.394
C. Yelich,3,2,3,3,1,1,0,.265,.344,.457
D. Jansen,1,1,0,0,0,0,0,.204,.313,.383
A. Vaughn,4,1,1,3,1,0,2,.243,.288,.425
A. Seigler,1,0,0,0,0,0,0,.200,.267,.200
C. Durbin,5,1,1,2,1,0,0,.255,.339,.369
B. Turang,3,1,1,1,1,0,1,.278,.344,.411
A. Monasterio,2,0,1,0,0,0,1,.246,.303,.377
B. Perkins,4,1,1,0,0,1,3,.261,.320,.478
J. Ortiz,5,2,3,0,0,0,0,.228,.280,.330
