player,ip,h,r,er,bb,k,hr,pc_st,era
T. Bibee,5.1,5,4,4,4,7,1,98-60,4.60
M. Festa,0.2,0,0,0,1,1,0,19-14,4.37
J. Junis,1.0,2,1,1,0,0,0,13-10,3.31
E. Sabrowski,1.0,1,0,0,0,2,0,20-11,1.23
C. Smith,1.0,1,0,0,0,1,0,22-13,2.81
