player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,4,0,1,0,0,1,1,.266,.367,.380
N. Marte,4,0,0,1,0,0,2,.288,.326,.504
E. De La Cruz,5,0,1,0,0,0,2,.268,.337,.447
M. Andujar,3,0,1,0,0,0,0,.362,.421,.580
S. Espinal,0,0,0,0,0,0,0,.245,.295,.285
G. Lux,2,0,1,0,0,0,0,.276,.357,.381
A. Hays,4,1,1,0,0,0,2,.262,.315,.455
S. Steer,3,1,1,0,0,1,0,.238,.307,.400
T. Stephenson,3,1,1,2,0,0,1,.227,.313,.396
W. Benson,1,0,0,0,0,0,0,.223,.272,.409
J. Trevino,0,0,0,0,0,0,0,.246,.284,.371
K. Hayes,2,0,1,1,0,1,1,.279,.350,.442
M. McLain,3,1,1,0,0,1,2,.229,.308,.350
